ticker,as_of,current_revenue_ttm,current_market_cap,current_ps,hist_median_ps,hist_p75_ps,hist_p90_ps,forward_revenue_estimate,forward_revenue_growth,forward_ps,required_revenue,required_growth,growth_gap,years_to_normalise,expectations_burden_score,expectations_classification,plain_explanation,target_multiple_value,target_multiple_label,valuation_anchor_confidence,valuation_anchor_observation_count,revenue_data_cadence,gross_margin,operating_margin,net_margin,net_debt_to_ebitda,interest_coverage,free_cash_flow_ttm,fcf_margin,cash_conversion,quality_flag,revenue_currency,price_currency,fx_rate_applied,currency_note,revenue_cagr_3y,revenue_cagr_5y,roic,share_count_cagr_3y,buybacks_ttm,dividends_ttm,acquisitions_ttm,price_return_6m,benchmark_symbol,benchmark_return_6m,relative_strength_6m,eps_revisions_up_30d,eps_revisions_down_30d,owner_earnings_ttm,owner_earnings_yield,maintenance_capex_ttm,owner_earnings_method,price_cagr_3y,market_cap_cagr_3y,multiple_expansion_gap_3y,anti_bubble_flag,anti_bubble_note,section,section_target_pct,layer,portfolio_weight,thesis
BE,2026-08-15T10:40:27.912342+00:00,3113150000.0,67723620352.0,21.754049869746076,14.448094807065077,16.31127193620234,21.9014453960325,6772492160.0,1.175446785410276,9.999807862752846,4687373751.097158,0.5056690975690725,-0.6697776878412034,0.5265304269339732,0.0,Forward Expectations Manageable,Needs 51% growth to look fairly valued by its own history; analysts expect 118% -- the bar is comfortably cleared if the forecast is anywhere close to right.,14.448094807065077,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.19064306780764095,,0.04402161525007941,0.10838234605255259,,,,0.5823010655951495,^GSPC,0.13773333623500394,0.44456772936014555,18.0,0.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 2: Electrification, Grid & AI-Power Build",0.004,"The full electrification stack: grid OEMs, generation equipment, clean nuclear baseload, build-out EPC, HV/optical cabling for AI factories, data-center power/cooling, motion control and gases."
XYL,2026-08-15T10:40:27.912342+00:00,9126000000.0,27943702528.0,3.0619880043830814,3.312692244856581,3.4688504075220457,3.661712157436561,9590965470.0,0.0509495364891519,2.9135442740781756,8435345170.196995,-0.07567990683793613,-0.12662944332708803,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 5% forecast growth would be upside on top of an already-fair price.,3.312692244856581,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.1783579915890725,,0.08841499021869252,0.10568476037487806,,,,-0.05947413593850104,^GSPC,0.13773333623500394,-0.19720747217350498,19.0,0.0,,,,,,,,Insufficient data,,INFRA,0.14,Layer 3: Water & Environmental,0.0023333333333333335,"Water scarcity and waste oligopolies: smart metering, treatment, process chemistry, waste duopoly, niche desalination."
ECL,2026-08-15T10:40:27.912342+00:00,16842500000.0,77401530368.0,4.595608156033843,4.6948215668612825,4.7162777995964955,4.719596681369539,19364449950.0,0.14973726881401217,3.9970941889831475,16486575531.292599,-0.021132520036063585,-0.17086978885007575,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 15% forecast growth would be upside on top of an already-fair price.,4.6948215668612825,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.04264019904644334,,0.13113358661603908,-0.002911144924141462,,,,-0.08622613640093624,^GSPC,0.13773333623500394,-0.22395947263594018,6.0,4.0,,,,,,,,Insufficient data,,INFRA,0.14,Layer 3: Water & Environmental,0.0023333333333333335,"Water scarcity and waste oligopolies: smart metering, treatment, process chemistry, waste duopoly, niche desalination."
WM,2026-08-15T10:40:27.912342+00:00,25667000000.0,89756049408.0,3.4969435231230763,3.4736934006278175,3.5880459716340876,3.6473518784799484,27828345900.0,0.08420718821833484,3.2253461894765367,25838794348.337696,0.006693199374204095,-0.07751398884413074,0.0825105801823561,0.0,Forward Expectations Manageable,Needs 1% growth to look fairly valued by its own history; analysts expect 8% -- the bar is comfortably cleared if the forecast is anywhere close to right.,3.4736934006278175,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.08563152473174229,,0.1114154026028452,-0.00405726378840221,,,,-0.03741249551774806,^GSPC,0.13773333623500394,-0.175145831752752,7.0,15.0,,,,,,,,Insufficient data,,INFRA,0.14,Layer 3: Water & Environmental,0.0023333333333333335,"Water scarcity and waste oligopolies: smart metering, treatment, process chemistry, waste duopoly, niche desalination."
RSG,2026-08-15T10:40:27.912342+00:00,16890000000.0,65746993152.0,3.8926579722912966,4.027627136313036,4.081744964927869,4.21825562324266,18090347880.0,0.07106855417406743,3.634368647199282,16324001931.366964,-0.03351083887702999,-0.10457939305109742,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 7% forecast growth would be upside on top of an already-fair price.,4.027627136313036,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.07084929833650078,,0.10659605105335666,-0.008615616429965334,,,,-0.023696761712234227,^GSPC,0.13773333623500394,-0.16143009794723817,5.0,8.0,,,,,,,,Insufficient data,,INFRA,0.14,Layer 3: Water & Environmental,0.0023333333333333335,"Water scarcity and waste oligopolies: smart metering, treatment, process chemistry, waste duopoly, niche desalination."
CWCO,2026-08-15T10:40:27.912342+00:00,128331683.0,500081760.0,3.8967910987343632,3.872733156494425,4.211493858215939,4.217226841284792,188200000.0,0.4665123654616141,2.6571825717322,129128896.7744607,0.006212135271854047,-0.4603002301897601,0.016174272906231215,0.0,Forward Expectations Manageable,Needs 1% growth to look fairly valued by its own history; analysts expect 47% -- the bar is comfortably cleared if the forecast is anywhere close to right.,3.872733156494425,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.11961204239969647,,0.16268500600474994,0.013359485421161388,,,,-0.15130300159667998,^GSPC,0.13773333623500394,-0.2890363378316839,0.0,1.0,,,,,,,,Insufficient data,,INFRA,0.14,Layer 3: Water & Environmental,0.0023333333333333335,"Water scarcity and waste oligopolies: smart metering, treatment, process chemistry, waste duopoly, niche desalination."
BMI,2026-08-15T10:40:27.912342+00:00,880955000.0,3792059648.0,4.304487343848437,5.492027955547464,5.509420776413692,6.588321075816411,988379360.0,0.12194080287869413,3.836643905635585,690466195.4915332,-0.21622989200182396,-0.3381706948805181,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 12% forecast growth would be upside on top of an already-fair price.,5.492027955547464,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.17464948058562912,,0.28259654599079176,0.0010652278815039828,,,,-0.17335440936882096,^GSPC,0.13773333623500394,-0.3110877456038249,0.0,7.0,,,,,,,,Insufficient data,,INFRA,0.14,Layer 3: Water & Environmental,0.0023333333333333335,"Water scarcity and waste oligopolies: smart metering, treatment, process chemistry, waste duopoly, niche desalination."
ANET,2026-08-15T10:40:27.912342+00:00,10540800000.0,250756710400.0,23.789153612629022,18.536268108916182,19.143076271405768,19.855598788724503,16156985450.0,0.5328044787871888,15.520018333618046,13527896172.335941,0.28338419971310924,-0.2494202790740796,0.5841747830449235,0.0,Forward Expectations Manageable,Needs 28% growth to look fairly valued by its own history; analysts expect 53% -- the bar is comfortably cleared if the forecast is anywhere close to right.,18.536268108916182,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.27146525721597636,,0.30488116169734253,0.007797449220915187,,,,0.3944452571953516,^GSPC,0.13773333623500394,0.2567119209603477,24.0,0.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
PANW,2026-08-15T10:40:27.912342+00:00,10606300000.0,313180028928.0,29.52773624430763,14.27976986046265,16.745953907764548,17.409513084463043,13810227820.0,0.30207780470097956,22.677397723624228,21931728031.21445,1.067801969698618,0.7657241649976385,2.7522450949420185,71.71031583822236,Forward Expectations Stretched,"Needs 107% growth to look fairly valued by its own history, but analysts only expect 30% -- the price is asking for more growth than is currently forecast.",14.27976986046265,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.18788250033170906,,0.14984752243575206,0.03776802381925615,,,,1.3502751621631308,^GSPC,0.13773333623500394,1.2125418259281269,47.0,1.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
CRWD,2026-08-15T10:40:27.912342+00:00,5094200000.0,220911337472.0,43.36526588512426,24.743597530305152,25.57739317352648,27.680179316703743,7237063420.0,0.42064768167720157,30.524996763397162,8928020155.574993,0.7525853236180349,0.3319376419408333,1.5980388505647118,44.10631346689722,Forward Expectations Elevated,"Needs 75% growth to look fairly valued; analysts expect 42% -- covers part of what's required, but the price still leans on the forecast coming through.",24.743597530305152,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.2900686653697968,,-12.632247301275761,0.03881035640224306,,,,1.0946932187310017,^GSPC,0.13773333623500394,0.9569598824959977,5.0,9.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
FTNT,2026-08-15T10:40:27.912342+00:00,7527400000.0,117401518080.0,15.596556324893058,9.38109853685727,11.89021277038645,13.8941214777842,9009378200.0,0.19687783298350037,13.031034492480291,12514687658.24629,0.6625511675009021,0.4656733345174018,2.8286421418639036,70.28488626378697,Forward Expectations Stretched,"Needs 66% growth to look fairly valued by its own history, but analysts only expect 20% -- the price is asking for more growth than is currently forecast.",9.38109853685727,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.15461947760091377,,,-0.01669870648625338,,,,0.9587463548138124,^GSPC,0.13773333623500394,0.8210130185788085,39.0,0.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
OKTA,2026-08-15T10:40:27.912342+00:00,2996000000.0,25851326464.0,8.62861363951936,5.07696672692686,5.6821710817161115,6.502480191088399,3504869110.0,0.16984950267022692,7.375832207325996,5091884161.243671,0.6995608014832013,0.5297112988129744,3.3808413869245038,75.72055176474814,Forward Expectations Stretched,"Needs 70% growth to look fairly valued by its own history, but analysts only expect 17% -- the price is asking for more growth than is currently forecast.",5.07696672692686,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.16250847699726267,,0.02148407740362639,0.0321193298380944,,,,0.7878970932894729,^GSPC,0.13773333623500394,0.6501637570544689,1.0,0.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
ADTN,2026-08-15T10:40:27.912342+00:00,1138227000.0,684443776.0,0.6013244950260361,0.7346815582331317,0.9098612896006412,0.925089532135672,1236354250.0,0.0862106152814861,0.5535984334586952,931619649.8058957,-0.18151682414325465,-0.26772743942474075,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 9% forecast growth would be upside on top of an already-fair price.,0.7346815582331317,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.018592202218727927,,-0.04174122206713374,0.00864262379367342,,,,-0.17241379958331482,^GSPC,0.13773333623500394,-0.31014713581831876,0.0,6.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
CALX,2026-08-15T10:40:27.912342+00:00,1111199000.0,2489596160.0,2.240459323667498,3.2890305152217203,3.5096120690926615,3.6196026918450097,1377794000.0,0.23991652260306218,1.8069436795340958,756939210.0432279,-0.31880859320137267,-0.5587251158044348,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 24% forecast growth would be upside on top of an already-fair price.,3.2890305152217203,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.04839207255016875,,0.015014437087160132,0.0069743932558175015,,,,-0.2441215852134141,^GSPC,0.13773333623500394,-0.38185492144841804,0.0,5.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
HLIT,2026-08-15T10:40:27.912342+00:00,349083000.0,1517614080.0,4.347430496472185,2.674927282929996,2.873301705340341,3.250434522683845,571968600.0,0.6384888407627984,2.6533171226532364,567347789.1098682,0.6252518429997111,-0.013236997763087288,0.9835722654643578,0.0,Forward Expectations Manageable,Needs 63% growth to look fairly valued by its own history; analysts expect 64% -- the bar is comfortably cleared if the forecast is anywhere close to right.,2.674927282929996,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.1675446543853215,,0.021706659325757924,0.003973715779459042,,,,0.29488372802734375,^GSPC,0.13773333623500394,0.1571503917923398,2.0,1.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
CHKP,2026-08-15T10:40:27.912342+00:00,2764400000.0,13448695808.0,4.864960138908986,6.78967282162752,7.663821234522745,8.214227820318024,2970116520.0,0.07441633627550281,4.528002762666025,1980757565.3956587,-0.28347649927808616,-0.357892835553589,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 7% forecast growth would be upside on top of an already-fair price.,6.78967282162752,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.053653118158399016,,0.2721170846702901,-0.04374774375484847,,,,-0.20179373524180078,^GSPC,0.13773333623500394,-0.3395270714768047,15.0,9.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
ZS,2026-08-15T10:40:27.912342+00:00,3173564000.0,29689868288.0,9.355370897829696,13.89129617526642,16.31608157651573,17.311768661372003,3898748380.0,0.22850787946926543,7.615230682827497,2137300070.0152864,-0.32653002428333366,-0.5550379037525991,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 23% forecast growth would be upside on top of an already-fair price.,13.89129617526642,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.3481497314980284,,-0.08322969508446122,0.0343735573968067,,,,0.06379286169095222,^GSPC,0.13773333623500394,-0.07394047454405173,44.0,1.0,,,,,,,,Insufficient data,,INFRA,0.14,"Layer 4: Cyber, Networking & Edge",0.0021000000000000003,"Zero-trust perimeter and AI-factory networking: switching, platform security, identity; broadband-access satellites."
FNV,2026-08-15T10:40:27.912342+00:00,2105100000.0,45168697344.0,21.456794139945846,22.390899452770253,23.56261830143205,24.958635435749372,2850101610.0,0.3539031922473992,15.848100708241065,2017279271.8432589,-0.04171807902557656,-0.39562127127297575,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 35% forecast growth would be upside on top of an already-fair price.,22.390899452770253,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.11479252608663693,,0.14670360776695815,0.0015713276363391593,,,,-0.0586045130375461,^GSPC,0.13773333623500394,-0.19633784927255005,0.0,9.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 1: Monetary Royalties,0.027,Precious metals streaming and asset-light gold/silver royalty engines; lowest-cost duration play on debasement.
WPM,2026-08-15T10:40:27.912342+00:00,3171641000.0,60952813568.0,19.21806836524058,22.278112331330124,22.389446536639305,24.162978443195883,4090124630.0,0.2895925579219085,14.902434297705007,2735995431.815869,-0.13735651928579906,-0.4269490772077076,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 29% forecast growth would be upside on top of an already-fair price.,22.278112331330124,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.2952936692748307,,0.18168921365932234,0.0012624881008562738,,,,-0.0541458124845281,^GSPC,0.13773333623500394,-0.19187914871953204,1.0,11.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 1: Monetary Royalties,0.027,Precious metals streaming and asset-light gold/silver royalty engines; lowest-cost duration play on debasement.
CCJ,2026-08-15T10:40:27.912342+00:00,2550364813.3356,42568994816.0,16.69133552714146,16.68814484469186,17.381104561617292,18.48677925218286,2858785220.1633477,0.12093187814349093,14.890588672333928,2550852429.204573,0.00019119455633309634,-0.12074068358715784,0.0016746290789356319,0.0,Forward Expectations Manageable,Needs 0% growth to look fairly valued by its own history; analysts expect 12% -- the bar is comfortably cleared if the forecast is anywhere close to right.,16.68814484469186,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,CAD,USD,0.7208766,Revenue converted from CAD to USD at 0.7209 to match the share price currency.,0.23068700139731124,,0.0694512796382637,0.0022603071799434105,,,,-0.13458477287994164,^GSPC,0.13773333623500394,-0.2723181091149456,8.0,1.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 2: Baseload & Nuclear Fuel,0.010285714285714285,"Uranium pure-plays for the nuclear baseload, oil sands, one light supermajor, and natural gas. No duplicate mega-cap overlap."
UUUU,2026-08-15T10:40:27.912342+00:00,105758000.0,3774471424.0,35.6897012424592,70.63152810403051,91.54107722405128,93.12708568058251,360366200.0,2.4074604285255017,10.473988470616833,53438903.635791704,-0.49470580347782955,-2.9021662320033315,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 241% forecast growth would be upside on top of an already-fair price.,70.63152810403051,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.7399355982144395,,-0.06197852883258865,0.15087940387779097,,,,-0.26592121509514866,^GSPC,0.13773333623500394,-0.4036545513301526,0.0,1.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 2: Baseload & Nuclear Fuel,0.010285714285714285,"Uranium pure-plays for the nuclear baseload, oil sands, one light supermajor, and natural gas. No duplicate mega-cap overlap."
CNQ,2026-08-15T10:40:27.912342+00:00,37051615486.8,98890162176.0,2.6689838182961436,2.2055140556792465,2.3344918141266273,2.7735724823472885,29820907697.15601,-0.19515229483637508,3.3161352156101893,44837693018.25835,0.2101413778903165,0.4052936727266916,,100.0,Forward Expectations Stretched,"Needs 21% growth to look fairly valued by its own history, but analysts only expect -20% -- the price is asking for more growth than is currently forecast.",2.2055140556792465,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,CAD,USD,0.7208766,Revenue converted from CAD to USD at 0.7209 to match the share price currency.,-0.037479788648146606,,0.11145661570744843,-0.019057595802331018,,,,0.20530046468348928,^GSPC,0.13773333623500394,0.06756712844848534,2.0,4.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 2: Baseload & Nuclear Fuel,0.010285714285714285,"Uranium pure-plays for the nuclear baseload, oil sands, one light supermajor, and natural gas. No duplicate mega-cap overlap."
XOM,2026-08-15T10:40:27.912342+00:00,361060000000.0,658317115392.0,1.823290077527281,1.5612418864956756,1.5707548141365912,1.83616539989241,393615786360.0,0.09016724743809901,1.6724865673703058,421662473372.1705,0.16784599061699024,0.07767874317889123,1.7972778980899005,46.27977284017899,Forward Expectations Elevated,"Needs 17% growth to look fairly valued; analysts expect 9% -- covers part of what's required, but the price still leans on the forecast coming through.",1.5612418864956756,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.06688991546295975,,0.08375707222988943,0.007859027662536988,,,,0.10258342740180404,^GSPC,0.13773333623500394,-0.035149908833199905,12.0,6.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 2: Baseload & Nuclear Fuel,0.010285714285714285,"Uranium pure-plays for the nuclear baseload, oil sands, one light supermajor, and natural gas. No duplicate mega-cap overlap."
SU,2026-08-15T10:40:27.912342+00:00,43778115041.4,76985016320.0,1.7585274342487556,1.3753922226749067,1.4707830427909703,1.7583583751276446,40166486626.03365,-0.08249849067167259,1.916648001523306,55973136281.283516,0.2785643289655333,0.3610628196372059,,100.0,Forward Expectations Stretched,"Needs 28% growth to look fairly valued by its own history, but analysts only expect -8% -- the price is asking for more growth than is currently forecast.",1.3753922226749067,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,CAD,USD,0.7208766,Revenue converted from CAD to USD at 0.7209 to match the share price currency.,-0.05923630668082114,,0.10634527353950235,-0.037246567202159464,,,,0.21201132079474272,^GSPC,0.13773333623500394,0.07427798455973877,2.0,5.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 2: Baseload & Nuclear Fuel,0.010285714285714285,"Uranium pure-plays for the nuclear baseload, oil sands, one light supermajor, and natural gas. No duplicate mega-cap overlap."
EQT,2026-08-15T10:40:27.912342+00:00,9478998000.0,34040582144.0,3.5911582789657723,4.180701482366152,4.637408718981761,4.693832242310971,9277797600.0,-0.021225914384621625,3.669036942991729,8142313505.898547,-0.14101537885137783,-0.1197894644667562,,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- -2% forecast growth would be upside on top of an already-fair price.,4.180701482366152,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.11718245847505004,,0.07474369102359446,0.19537537647927317,,,,-0.05204293632950441,^GSPC,0.13773333623500394,-0.18977627256450835,3.0,19.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 2: Baseload & Nuclear Fuel,0.010285714285714285,"Uranium pure-plays for the nuclear baseload, oil sands, one light supermajor, and natural gas. No duplicate mega-cap overlap."
CVX,2026-08-15T10:40:27.912342+00:00,208711000000.0,392320679936.0,1.879731686092252,1.5902528758640508,1.7100623355747235,1.932389220619772,209035681680.0,0.0015556519780941525,1.8768120197611997,246703329948.60065,0.18203319397923745,0.1804775420011433,107.58579081112069,99.14540203130667,Forward Expectations Stretched,"Needs 18% growth to look fairly valued by its own history, but analysts only expect 0% -- the price is asking for more growth than is currently forecast.",1.5902528758640508,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.07852874895364959,,0.04772984160313777,0.013698529222134104,,,,0.11787227640592879,^GSPC,0.13773333623500394,-0.019861059829075156,9.0,7.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 2: Baseload & Nuclear Fuel,0.010285714285714285,"Uranium pure-plays for the nuclear baseload, oil sands, one light supermajor, and natural gas. No duplicate mega-cap overlap."
FCX,2026-08-15T10:40:27.912342+00:00,25868000000.0,93085999104.0,3.5985000426782126,2.810006574635556,3.2374091271281014,3.270021361021323,35536266490.0,0.37375392338023805,2.6194647974680922,33126612565.33636,0.2806020011340793,-0.09315192224615876,0.7788775089837668,0.0,Forward Expectations Manageable,Needs 28% growth to look fairly valued by its own history; analysts expect 37% -- the bar is comfortably cleared if the forecast is anywhere close to right.,2.810006574635556,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.04391666611007472,,0.16567010975752916,0.0006988122469917535,,,,0.0934383488598225,^GSPC,0.13773333623500394,-0.04429498737518145,12.0,1.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0038571428571428567,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
SCCO,2026-08-15T10:40:27.912342+00:00,15787500000.0,155874279424.0,9.873271855835313,9.199401601947212,9.233193034864216,9.792331439571422,16038619740.0,0.015906238479809875,9.718684148066222,16943958549.543756,0.07325153124584372,0.05734529276603384,4.479601189100708,78.28545259152874,Forward Expectations Stretched,"Needs 7% growth to look fairly valued by its own history, but analysts only expect 2% -- the price is asking for more growth than is currently forecast.",9.199401601947212,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.10126643785436218,,0.31472447048863866,1.5875209131710477e-05,,,,-0.003075332630241623,^GSPC,0.13773333623500394,-0.14080866886524557,10.0,2.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0038571428571428567,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
BHP,2026-08-15T10:40:27.912342+00:00,51262000000.0,220451143680.0,4.300478788966486,2.4469204980481285,2.5266142974375367,2.5396434136850203,56834304760.0,0.10870244547618113,3.878839454637854,90093300479.46002,0.757506544408334,0.6488040989321529,5.464619458883684,85.64996615823492,Forward Expectations Stretched,"Needs 76% growth to look fairly valued by its own history, but analysts only expect 11% -- the price is asking for more growth than is currently forecast.",2.4469204980481285,Historical Median Tactical Anchor,low,4,annual,0.7165346650540362,0.3721665171081893,0.17593929226327493,0.49392633989211004,10.180362860192103,9294000000.0,0.18130388982091997,1.0304911852755294,Solid,USD,USD,1.0,,-0.07655868711300418,,0.19647498607244968,0.0006919647600183154,,6403000000.0,535000000.0,0.1911281362279289,^GSPC,0.13773333623500394,0.05339479999292496,1.0,1.0,9019000000.0,0.04091155913027015,5540000000.0,Net income + D&A - maintenance capex,0.19148000751533556,0.19230446969280246,0.26886315680580664,Elevated multiple expansion,Market cap growth is outpacing revenue growth and the current multiple is above its historical 75th percentile -- expansion risk is elevated.,ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0038571428571428567,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
NEM,2026-08-15T10:40:27.912342+00:00,25767000000.0,124082806784.0,4.815570566383358,4.190665546097877,4.613008307858636,4.7265697110647915,28890611550.0,0.12122527069507516,4.294917972548075,29609331839.793144,0.1491183234289264,0.02789305273385123,1.2147565769919464,18.705315411587076,Forward Expectations Manageable,Needs 15% growth to look fairly valued by its own history; analysts expect 12% -- the bar is comfortably cleared if the forecast is anywhere close to right.,4.190665546097877,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.23911830284606483,,0.20611352235600341,0.11152242956707692,,,,-0.03299935401888776,^GSPC,0.13773333623500394,-0.1707326902538917,1.0,9.0,,,,,,,,Insufficient data,,ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0038571428571428567,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
